datetime,cpu,mem
Sat Oct 14 10:50:53 UTC 2023,2.2,132728
Sat Oct 14 10:50:54 UTC 2023,2.2,141290
Sat Oct 14 10:50:55 UTC 2023,2.2,142563
Sat Oct 14 10:50:56 UTC 2023,2.2,141460
Sat Oct 14 10:50:57 UTC 2023,2.2,158883
Sat Oct 14 10:50:58 UTC 2023,2.2,189617
Sat Oct 14 10:50:59 UTC 2023,2.2,155765
Sat Oct 14 10:51:00 UTC 2023,2.2,178717
Sat Oct 14 10:51:01 UTC 2023,2.2,154109
Sat Oct 14 10:51:02 UTC 2023,2.2,161990
Sat Oct 14 10:51:03 UTC 2023,2.2,155793
Sat Oct 14 10:51:04 UTC 2023,2.2,154805
Sat Oct 14 10:51:05 UTC 2023,2.2,156975
Sat Oct 14 10:51:06 UTC 2023,2.2,154395
Sat Oct 14 10:51:07 UTC 2023,2.2,158319
Sat Oct 14 10:51:08 UTC 2023,2.2,155551
Sat Oct 14 10:51:09 UTC 2023,2.2,156487
Sat Oct 14 10:51:10 UTC 2023,2.2,157467
Sat Oct 14 10:51:12 UTC 2023,2.2,156971
Sat Oct 14 10:51:13 UTC 2023,2.2,156739
Sat Oct 14 10:51:14 UTC 2023,2.2,158605
Sat Oct 14 10:51:16 UTC 2023,2.2,156001
Sat Oct 14 10:51:17 UTC 2023,2.2,158324
Sat Oct 14 10:51:19 UTC 2023,2.2,159889
Sat Oct 14 10:51:22 UTC 2023,2.2,159341
Sat Oct 14 10:51:23 UTC 2023,2.2,159068
Sat Oct 14 10:51:24 UTC 2023,2.2,156373
Sat Oct 14 10:51:27 UTC 2023,2.2,160376
Sat Oct 14 10:51:28 UTC 2023,2.2,160131
Sat Oct 14 10:51:29 UTC 2023,2.2,157091
Sat Oct 14 10:51:30 UTC 2023,2.2,158271
Sat Oct 14 10:51:31 UTC 2023,16,158547
Sat Oct 14 10:51:32 UTC 2023,16,156403
Sat Oct 14 10:51:33 UTC 2023,16,159557
Sat Oct 14 10:51:34 UTC 2023,16,156265
Sat Oct 14 10:51:35 UTC 2023,16,157704
Sat Oct 14 10:51:36 UTC 2023,16,157260
Sat Oct 14 10:51:37 UTC 2023,16,155816
Sat Oct 14 10:51:38 UTC 2023,16,159320
Sat Oct 14 10:51:39 UTC 2023,16,156816
Sat Oct 14 10:51:40 UTC 2023,16,157243
Sat Oct 14 10:51:41 UTC 2023,16,157111
Sat Oct 14 10:51:42 UTC 2023,16,155563
Sat Oct 14 10:51:43 UTC 2023,16,158819
Sat Oct 14 10:51:44 UTC 2023,16,156391
Sat Oct 14 10:51:45 UTC 2023,16,158973
Sat Oct 14 10:51:46 UTC 2023,16,157079
Sat Oct 14 10:51:48 UTC 2023,16,156947
Sat Oct 14 10:51:49 UTC 2023,16,157631
Sat Oct 14 10:51:50 UTC 2023,16,155123
Sat Oct 14 10:51:51 UTC 2023,16,157463
Sat Oct 14 10:51:52 UTC 2023,16,156571
Sat Oct 14 10:51:53 UTC 2023,16,156237
Sat Oct 14 10:51:54 UTC 2023,16,156443
Sat Oct 14 10:51:55 UTC 2023,16,155679
Sat Oct 14 10:51:56 UTC 2023,16,157335
Sat Oct 14 10:51:57 UTC 2023,16,156059
Sat Oct 14 10:51:58 UTC 2023,16,154723
Sat Oct 14 10:51:59 UTC 2023,16,154659
Sat Oct 14 10:52:00 UTC 2023,16,154643
Sat Oct 14 10:52:02 UTC 2023,16,154949
Sat Oct 14 10:52:03 UTC 2023,16,155361
Sat Oct 14 10:52:04 UTC 2023,16,155209
Sat Oct 14 10:52:05 UTC 2023,16,155225
Sat Oct 14 10:52:06 UTC 2023,16,155169
Sat Oct 14 10:52:07 UTC 2023,16,155121
Sat Oct 14 10:52:08 UTC 2023,16,155115
Sat Oct 14 10:52:09 UTC 2023,16,155063
Sat Oct 14 10:52:10 UTC 2023,16,155087
Sat Oct 14 10:52:11 UTC 2023,16,154935
Sat Oct 14 10:52:12 UTC 2023,16,154919
Sat Oct 14 10:52:13 UTC 2023,16,155467
Sat Oct 14 10:52:14 UTC 2023,16,155479
